01,7.848,11.402,7.548,-143.499,-16.832,18.537,
02,8.788,7.028,7.356,-113.145,-25.678,28.773,
01,10.854,6.765,-17.709,-157.094,26.936,-48.661,
02,11.449,8.417,-22.507,-148.734,64.334,-24.213,
01,10.844,6.768,-17.720,-157.213,26.942,-48.775,
02,11.468,8.409,-22.503,-148.542,64.311,-23.846,
01,10.814,6.762,-17.755,-157.204,26.820,-48.843,
02,11.429,8.429,-22.517,-148.698,64.240,-24.118,
01,10.799,6.789,-17.772,-157.355,26.899,-49.117,
02,11.412,8.456,-22.525,-148.860,64.180,-24.323,
01,10.786,6.836,-17.778,-157.442,27.033,-49.482,
02,11.481,8.463,-22.484,-148.860,64.380,-24.171,
01,10.816,6.838,-17.778,-157.670,27.321,-49.651,
02,11.427,8.472,-22.504,-149.014,63.978,-24.501,
01,10.783,6.836,-17.820,-157.698,27.207,-49.914,
02,11.388,8.410,-22.552,-148.408,63.324,-23.694,
01,10.790,6.834,-17.843,-157.888,27.489,-50.121,
02,11.417,8.468,-22.507,-148.934,63.171,-24.453,
01,10.820,6.828,-17.867,-158.170,27.936,-50.313,
02,11.402,8.503,-22.479,-149.122,62.638,-25.095,
01,10.818,6.813,-17.925,-158.415,28.117,-50.694,
02,11.343,8.524,-22.481,-149.597,61.822,-25.858,
01,10.820,6.847,-17.955,-158.521,28.600,-51.205,
02,11.362,8.497,-22.467,-149.179,61.480,-25.132,
01,10.796,6.827,-18.032,-158.638,28.651,-51.477,
02,11.335,8.460,-22.486,-148.221,60.932,-24.405,
01,10.762,6.864,-18.110,-158.808,29.005,-52.144,
02,11.298,8.486,-22.460,-148.474,60.384,-24.898,
01,10.759,6.869,-18.206,-159.015,29.558,-52.603,
02,11.260,8.416,-22.391,-147.506,58.706,-23.911,
01,10.807,6.923,-18.246,-159.317,30.808,-53.265,
02,11.310,8.442,-22.257,-147.671,57.556,-23.998,
01,10.841,6.986,-18.279,-159.552,31.802,-53.971,
02,11.176,8.533,-22.264,-147.747,56.130,-25.033,
01,10.811,6.958,-18.417,-160.167,31.927,-54.655,
02,11.256,8.466,-22.141,-146.485,55.173,-23.614,
01,10.654,7.021,-18.717,-161.352,32.364,-56.297,
02,11.552,8.362,-21.752,-142.055,53.281,-19.815,
01,10.604,7.083,-19.048,-162.775,34.015,-57.669,
02,11.921,8.174,-21.242,-133.925,49.141,-13.201,
01,10.743,7.232,-19.182,-164.762,37.290,-58.978,
02,12.002,8.080,-20.828,-126.370,42.303,-8.710,
01,10.821,7.455,-19.241,-166.309,39.646,-60.355,
02,11.908,7.872,-20.543,-120.656,34.075,-7.225,
01,10.889,7.566,-19.339,-168.553,40.792,-60.928,
02,11.746,7.623,-20.369,-117.329,26.809,-7.743,
01,11.052,7.611,-19.326,-170.616,41.909,-60.421,
02,11.429,7.064,-20.631,-116.659,21.120,-8.129,
01,11.146,7.620,-19.338,-172.009,41.932,-60.394,
02,11.395,7.002,-20.640,-116.076,22.019,-7.210,
01,11.201,7.627,-19.328,-172.913,41.585,-60.737,
02,11.346,7.008,-20.673,-116.196,22.713,-6.787,
01,11.205,7.652,-19.332,-173.265,41.060,-61.418,
02,11.381,7.019,-20.660,-116.412,23.509,-6.088,
01,11.244,7.621,-19.331,-172.994,40.751,-61.394,
02,11.419,7.027,-20.645,-116.442,24.139,-5.571,
01,11.273,7.574,-19.343,-172.982,40.495,-61.465,
02,11.452,7.036,-20.621,-116.469,24.650,-5.408,
01,11.230,7.605,-19.359,-172.616,40.161,-61.781,
02,11.459,7.059,-20.618,-116.326,24.873,-5.393,
01,11.238,7.605,-19.359,-172.383,40.239,-61.659,
02,11.432,7.038,-20.643,-116.068,24.762,-5.444,
01,11.207,7.607,-19.387,-171.909,40.160,-61.028,
02,11.389,6.987,-20.681,-116.034,24.420,-5.611,
01,11.103,7.576,-19.485,-171.309,40.307,-59.876,
02,11.250,6.859,-20.855,-116.803,24.401,-5.534,
01,11.200,7.602,-19.394,-171.006,41.614,-58.298,
02,10.650,6.556,-21.568,-118.877,24.825,-6.059,
01,11.447,7.547,-19.063,-170.477,42.113,-54.860,
02,10.209,6.687,-22.374,-122.885,29.412,-6.637,
01,11.578,7.551,-18.639,-169.551,40.318,-51.537,
02,10.152,7.274,-22.878,-127.940,38.552,-7.481,
01,11.565,7.490,-18.352,-168.444,36.281,-47.921,
02,10.502,8.089,-23.088,-135.760,52.935,-9.857,
01,11.384,7.379,-18.262,-167.961,29.935,-44.599,
02,10.961,8.624,-23.229,-146.362,65.193,-15.809,
01,11.141,7.311,-18.287,-167.517,24.451,-42.303,
02,11.485,9.057,-23.202,-159.419,73.778,-25.502,
01,11.046,7.275,-18.260,-167.328,22.349,-40.689,
02,11.965,9.297,-23.207,-172.042,78.923,-35.759,
01,10.954,7.234,-18.252,-167.072,20.432,-39.301,
02,12.332,9.439,-23.285,174.901,82.155,-47.301,
01,10.870,7.184,-18.257,-166.414,19.209,-37.945,
02,12.636,9.577,-23.313,154.884,84.250,-66.048,
01,10.801,7.170,-18.275,-165.793,18.567,-37.102,
02,12.716,9.588,-23.450,144.182,84.657,-75.638,
01,10.739,7.136,-18.302,-165.127,18.324,-36.429,
02,12.886,9.553,-23.526,128.536,85.524,-90.404,
01,10.697,7.080,-18.368,-164.456,18.144,-35.789,
02,13.050,9.439,-23.558,116.361,86.270,-101.638,
01,10.689,7.078,-18.394,-163.773,18.543,-35.680,
02,13.124,9.441,-23.582,111.222,86.408,-106.575,
01,10.694,7.060,-18.435,-163.171,19.003,-35.503,
02,13.121,9.353,-23.647,125.706,86.809,-91.667,
01,10.681,7.045,-18.484,-163.078,19.079,-35.669,
02,13.067,9.274,-23.691,159.997,86.880,-57.819,
01,10.628,6.993,-18.615,-163.476,19.085,-36.158,
02,12.948,8.929,-23.729,-154.127,83.085,-12.744,
01,10.442,6.957,-18.971,-164.252,19.438,-37.735,
02,12.998,8.460,-23.350,-135.589,76.368,3.778,
01,10.388,6.982,-19.348,-164.719,21.023,-39.988,
02,13.077,8.159,-22.725,-124.525,67.273,11.695,
01,10.496,7.003,-19.658,-164.895,23.683,-42.541,
02,13.151,8.116,-21.964,-115.136,53.717,15.729,
01,10.586,7.070,-19.954,-164.985,27.718,-46.621,
02,13.049,8.342,-21.172,-110.219,40.768,13.930,
01,10.656,7.249,-20.238,-164.979,32.294,-51.014,
02,12.657,8.446,-20.607,-107.938,27.700,8.110,
01,10.945,7.271,-20.240,-165.683,36.137,-52.999,
02,12.281,7.224,-21.062,-107.929,16.582,3.931,
01,11.236,7.418,-20.093,-166.331,39.490,-55.259,
02,12.232,6.969,-21.160,-106.117,16.934,4.127,
01,11.341,7.437,-20.051,-166.686,39.585,-56.513,
02,12.111,7.029,-21.194,-106.082,18.551,2.327,
01,11.400,7.512,-19.997,-166.883,39.537,-57.865,
02,12.029,6.956,-21.246,-106.078,18.591,1.647,
01,11.376,7.550,-19.983,-166.524,38.943,-58.321,
02,12.016,6.988,-21.227,-106.058,19.472,1.338,
01,11.361,7.555,-19.994,-166.653,38.675,-58.551,
02,12.004,7.021,-21.222,-106.082,19.989,0.946,
01,11.342,7.636,-19.978,-166.828,38.734,-59.084,
02,12.026,7.044,-21.205,-106.347,20.381,0.544,
01,11.268,7.663,-20.008,-166.748,38.338,-58.543,
02,11.948,7.036,-21.243,-107.307,20.315,0.061,
01,11.284,7.657,-19.996,-166.419,39.258,-56.943,
02,11.788,6.935,-21.391,-109.846,20.391,-0.229,
01,11.404,7.667,-19.840,-166.258,39.941,-55.253,
02,11.137,6.469,-22.229,-112.861,21.521,-0.354,
01,11.672,7.689,-19.319,-166.327,39.058,-53.497,
02,10.716,6.574,-23.121,-114.907,26.430,0.316,
01,11.657,7.654,-18.902,-166.219,36.358,-51.634,
02,10.873,7.299,-23.556,-118.143,37.294,1.606,
01,11.553,7.588,-18.625,-165.909,31.555,-48.580,
02,11.287,8.363,-23.690,-124.712,56.199,0.547,
01,11.318,7.468,-18.555,-165.472,25.215,-44.999,
02,11.552,9.129,-23.736,-142.203,72.215,-12.438,
01,11.141,7.364,-18.556,-165.418,20.875,-42.313,
02,11.773,9.613,-23.717,-177.101,77.910,-43.237,
01,11.034,7.298,-18.556,-165.288,18.807,-40.551,
02,12.076,9.881,-23.674,157.717,79.483,-66.310,
01,10.953,7.248,-18.543,-165.030,17.740,-39.440,
02,12.389,9.974,-23.662,140.301,81.218,-82.484,
01,10.890,7.221,-18.545,-164.706,17.208,-38.992,
02,12.539,10.122,-23.668,127.571,81.427,-94.523,
01,10.872,7.215,-18.534,-163.914,17.481,-38.737,
02,12.665,10.149,-23.718,119.960,81.753,-101.585,
01,10.842,7.162,-18.559,-163.674,17.339,-38.484,
02,12.766,10.075,-23.744,118.884,82.210,-102.043,
01,10.784,7.125,-18.634,-163.532,17.131,-38.691,
02,12.800,9.863,-23.783,136.143,83.547,-84.598,
01,10.717,7.081,-18.750,-163.745,17.454,-39.252,
02,12.725,9.548,-23.812,-179.930,82.331,-41.619,
01,10.666,7.009,-18.943,-163.837,18.582,-40.031,
02,12.727,9.141,-23.663,-149.241,77.121,-13.203,
01,10.619,6.986,-19.228,-163.843,20.050,-41.611,
02,12.821,8.757,-23.231,-133.025,69.937,-0.220,
01,10.597,7.039,-19.538,-163.944,22.173,-43.652,
02,12.937,8.511,-22.590,-123.339,62.006,6.173,
01,10.675,7.058,-19.842,-164.004,24.680,-45.471,
02,12.870,8.374,-21.986,-114.829,49.688,8.780,
01,10.698,7.173,-20.161,-164.232,28.329,-48.657,
02,12.685,8.263,-21.503,-111.328,37.687,6.358,
01,10.765,7.381,-20.384,-165.081,33.314,-52.856,
02,12.428,8.253,-21.129,-109.022,27.415,2.363,
01,11.055,7.476,-20.382,-166.127,37.609,-55.127,
02,12.191,7.629,-21.355,-108.193,20.548,0.673,
01,11.274,7.552,-20.324,-166.656,40.116,-56.752,
02,12.226,7.369,-21.391,-107.023,19.853,1.767,
01,11.389,7.581,-20.279,-166.796,40.818,-57.795,
02,12.223,7.321,-21.383,-106.794,20.423,1.305,
01,11.436,7.627,-20.253,-166.586,40.800,-58.402,
02,12.103,7.282,-21.453,-106.636,20.174,0.284,
01,11.445,7.663,-20.250,-166.560,40.714,-58.670,
02,12.072,7.249,-21.482,-106.805,20.645,0.468,
01,11.452,7.641,-20.275,-166.074,40.645,-58.140,
02,12.082,7.251,-21.477,-107.004,21.137,0.826,
01,11.470,7.664,-20.267,-166.337,40.914,-58.186,
02,12.088,7.275,-21.472,-106.942,21.337,1.076,
01,11.454,7.678,-20.269,-166.092,40.792,-57.439,
02,12.116,7.311,-21.442,-106.842,21.272,1.385,
01,11.431,7.706,-20.256,-165.791,40.666,-56.522,
02,12.061,7.284,-21.472,-107.258,20.414,1.077,
01,11.495,7.720,-20.147,-165.372,40.999,-54.782,
02,11.476,6.635,-22.170,-109.898,19.238,0.390,
01,11.694,7.707,-19.727,-165.064,40.038,-52.657,
02,10.552,6.342,-23.500,-113.338,22.684,-0.336,
01,11.809,7.754,-19.126,-164.745,37.450,-50.460,
02,10.358,7.337,-24.216,-117.981,32.241,-1.181,
01,11.602,7.641,-18.926,-164.258,30.864,-46.669,
02,10.779,8.859,-24.271,-131.172,55.267,-6.571,
01,11.260,7.522,-18.975,-163.976,24.249,-43.458,
02,11.564,9.763,-24.080,-156.635,74.591,-25.301,
01,11.126,7.471,-18.989,-164.184,21.626,-41.013,
02,12.078,10.212,-23.998,156.846,80.242,-67.632,
01,11.053,7.446,-18.996,-164.491,20.472,-39.513,
02,12.473,10.287,-24.040,125.232,81.506,-96.771,
01,10.971,7.420,-19.033,-164.459,19.507,-38.362,
02,12.796,10.317,-24.042,97.919,81.749,-122.458,
