01,7.450,4.539,10.718,-87.749,-57.424,2.998,
02,6.344,3.716,11.375,-173.756,-73.333,-75.102,
01,4.866,9.138,-12.951,-164.085,45.977,-53.088,
02,5.196,9.067,-15.422,-144.297,38.752,-126.401,
01,5.020,9.013,-13.019,-159.914,48.391,-52.708,
02,5.231,8.931,-15.241,-141.484,34.681,-123.415,
01,5.137,8.909,-13.064,-155.228,50.287,-52.016,
02,5.201,8.786,-15.077,-139.847,29.980,-121.714,
01,5.249,8.842,-13.047,-150.605,51.696,-50.982,
02,5.157,8.690,-14.922,-138.559,25.771,-120.939,
01,5.299,8.796,-12.997,-146.348,51.939,-49.744,
02,5.086,8.552,-14.882,-137.624,22.310,-120.409,
01,5.249,8.790,-12.934,-143.719,51.113,-48.858,
02,4.992,8.421,-14.934,-137.171,20.509,-120.239,
01,5.100,8.832,-12.921,-144.329,49.534,-48.923,
02,4.964,8.348,-15.000,-137.071,20.490,-119.999,
01,4.951,8.943,-12.914,-147.670,48.503,-49.863,
02,4.982,8.292,-15.118,-137.374,21.398,-119.162,
01,4.802,9.120,-12.905,-152.101,47.853,-50.637,
02,4.992,8.274,-15.326,-138.396,23.542,-118.515,
01,4.690,9.344,-12.873,-157.659,47.507,-51.308,
02,5.034,8.354,-15.550,-139.846,27.770,-118.338,
01,4.665,9.580,-12.795,-163.169,47.226,-51.497,
02,5.185,8.486,-15.768,-140.703,33.181,-117.888,
01,4.652,9.761,-12.705,-167.346,46.059,-51.009,
02,5.424,8.619,-15.953,-140.585,38.573,-116.894,
01,4.650,9.833,-12.650,-170.701,44.268,-49.878,
02,5.618,8.740,-16.063,-139.798,44.148,-115.540,
01,4.660,9.834,-12.610,-172.452,42.675,-49.001,
02,5.719,8.879,-16.104,-139.745,48.030,-115.833,
01,4.685,9.786,-12.563,-172.828,41.380,-48.615,
02,5.683,8.983,-16.129,-141.219,49.564,-118.034,
01,4.714,9.696,-12.521,-172.054,40.212,-48.516,
02,5.641,9.038,-16.108,-142.616,49.804,-120.205,
01,4.732,9.580,-12.490,-170.245,39.238,-48.536,
02,5.568,9.099,-16.033,-143.912,48.983,-122.709,
01,4.690,9.468,-12.522,-167.711,38.311,-48.587,
02,5.510,9.146,-15.896,-144.703,47.107,-124.613,
01,4.642,9.369,-12.631,-165.794,38.207,-49.089,
02,5.473,9.172,-15.655,-144.212,43.519,-125.008,
