1,17.845,11.299,-2.89,-87.351,20.259,-43.864
2,19.095,10.808,-5.47,-81.519,5.18,-18.65
1,16.385,11.464,1.073,-82.566,16.943,-36.706
2,17.459,10.813,0.234,-88.789,-19.025,-3.018
1,16.365,11.46,1.091,-83.011,16.835,-36.54
2,17.508,10.782,0.035,-88.224,-16.882,-3.825
1,16.367,11.451,1.072,-83.222,16.904,-36.539
2,17.566,10.7,-0.173,-88.437,-17.764,-4.418
1,16.364,11.485,1.008,-82.898,16.864,-36.738
2,17.555,10.705,0,-89.341,-19.878,-2.99
1,16.377,11.494,1.003,-82.628,16.767,-37.007
2,17.558,10.719,0.11,-89.489,-21.793,-2.371
1,16.397,11.487,1.016,-82.373,16.828,-37.306
2,17.541,10.76,0.165,-89.332,-23.631,-2.317
1,16.428,11.47,1.033,-82.134,17.11,-37.237
2,17.5,10.833,0.191,-89.108,-24.413,-2.528
1,16.44,11.483,1.036,-81.461,17.523,-36.944
2,17.449,10.902,0.213,-89.001,-22.954,-2.994
1,16.43,11.507,1.039,-81.315,17.69,-36.761
2,17.455,10.91,0.211,-88.723,-17.575,-3.402
1,16.408,11.52,1.04,-81.888,17.488,-36.625
2,17.495,10.909,0.036,-87.918,-11.14,-4.535
1,16.374,11.523,1.058,-82.744,17.199,-36.315
2,17.554,10.948,-0.427,-86.49,-1.951,-6.764
1,16.352,11.488,1.074,-84.388,16.954,-35.949
2,17.643,11.021,-1.08,-85.196,3.719,-8.356
1,16.362,11.465,1.015,-85.033,16.794,-35.857
2,17.679,10.995,-1.542,-84.462,2.659,-9.337
1,16.445,11.431,0.964,-84.441,16.964,-35.861
2,17.752,10.739,-1.449,-85.481,-4.111,-9.562
1,16.519,11.436,0.967,-82.918,17.19,-35.667
2,17.764,10.652,-0.688,-87.477,-12.608,-5.948
1,16.543,11.466,0.986,-81.746,17.145,-36.095
2,17.753,10.722,-0.186,-87.572,-17.869,-3.695
1,16.547,11.501,0.979,-80.933,17.163,-36.48
2,17.723,10.802,0.033,-87.355,-21.016,-2.531
1,16.563,11.505,0.997,-80.422,17.401,-36.764
2,17.705,10.849,0.154,-87.312,-22.82,-2.143
1,16.593,11.498,1.009,-79.979,17.763,-36.662
2,17.652,10.942,0.178,-87.267,-23.757,-1.983
1,16.584,11.531,1.011,-79.21,18.075,-36.254
2,17.64,10.98,0.245,-87.67,-21.898,-1.17
1,16.553,11.556,1.019,-79.225,17.964,-35.939
2,17.693,10.984,0.201,-87.006,-16.889,-1.096
1,16.517,11.553,1.043,-79.98,17.706,-35.469
2,17.769,10.984,-0.026,-85.719,-10.785,-2.258
1,16.48,11.525,1.084,-81.139,17.639,-34.816
2,17.823,11.021,-0.345,-84.357,-5.475,-3.655
1,16.478,11.485,1.073,-82.202,17.923,-34.325
2,17.834,11.062,-0.886,-83.263,-2.957,-5.63
1,16.506,11.468,0.966,-82.51,18.365,-34.19
2,17.892,10.864,-1.052,-84.146,-6.719,-6.64
1,16.48,11.568,0.833,-81.712,18.434,-34.344
2,17.887,10.748,-0.465,-86.273,-12.144,-4.023
1,16.499,11.575,0.829,-81.458,18.177,-34.515
2,17.877,10.766,-0.15,-86.484,-16.362,-2.658
1,16.515,11.555,0.877,-81.438,18.061,-34.617
2,17.85,10.795,0.066,-86.535,-19.179,-1.752
1,16.514,11.551,0.913,-81.419,18.135,-34.673
2,17.801,10.839,0.171,-86.445,-21.428,-1.674
1,16.525,11.539,0.934,-81.534,18.515,-34.662
2,17.736,10.904,0.231,-86.457,-22.64,-2.336
1,16.536,11.537,0.931,-81.324,19.127,-34.214
2,17.667,10.96,0.25,-86.672,-21.914,-2.929
1,16.527,11.556,0.912,-81.074,19.831,-33.532
2,17.645,10.959,0.276,-87.305,-18.625,-3.006
1,16.49,11.58,0.888,-81.469,20.075,-33.087
2,17.68,10.937,0.179,-86.978,-12.806,-3.659
1,16.465,11.571,0.875,-82.496,19.898,-32.679
2,17.727,10.942,-0.063,-85.877,-6.547,-4.965
1,16.467,11.54,0.868,-83.358,19.658,-32.135
2,17.743,10.979,-0.476,-84.703,-1.126,-7.286
1,16.488,11.517,0.841,-83.323,19.602,-31.845
2,17.783,10.889,-0.993,-84.67,-1.284,-9.182
1,16.553,11.508,0.807,-82.464,19.795,-31.598
2,17.9,10.624,-0.943,-86.249,-7.562,-9.115
1,16.593,11.511,0.719,-81.718,19.457,-32.12
2,17.922,10.623,-0.55,-86.661,-12.974,-6.585
1,16.616,11.527,0.744,-80.906,19.361,-32.182
2,17.919,10.667,-0.271,-86.791,-16.445,-4.47
1,16.623,11.544,0.768,-80.316,19.449,-32.251
2,17.9,10.719,-0.111,-86.8,-18.582,-3.432
1,16.635,11.553,0.779,-80.041,19.723,-32.322
2,17.872,10.761,-0.038,-86.917,-19.83,-3.261
1,16.64,11.564,0.782,-79.685,20.171,-32.107
2,17.83,10.826,0.013,-87.203,-20.223,-3.285
1,16.62,11.596,0.773,-79.326,20.459,-31.924
2,17.801,10.883,0.059,-87.626,-18.246,-3.023
1,16.588,11.611,0.761,-79.849,20.218,-31.936
2,17.834,10.895,0.011,-87.23,-13.368,-3.103
1,16.568,11.593,0.751,-80.895,19.704,-32.013
2,17.873,10.933,-0.226,-86.149,-7.49,-4.244
1,16.558,11.574,0.758,-81.554,19.287,-31.919
2,17.879,11.017,-0.589,-84.998,-0.276,-5.917
1,16.566,11.55,0.769,-82.029,18.939,-31.779
2,17.814,11.158,-1.218,-84.353,5.677,-8.253
1,16.594,11.539,0.773,-81.799,18.995,-31.561
2,17.772,11.098,-1.72,-84.619,5.164,-9.974
1,16.617,11.551,0.745,-81.429,19.209,-31.506
2,17.874,10.828,-1.635,-85.474,-0.676,-9.624
1,16.609,11.602,0.66,-80.802,19.188,-31.568
2,17.877,10.766,-0.92,-86.866,-8.079,-6.024
1,16.622,11.602,0.707,-80.419,19.221,-31.635
2,17.872,10.803,-0.459,-87.083,-12.72,-3.811
1,16.635,11.592,0.692,-80.248,19.4,-31.889
2,17.841,10.857,-0.235,-87.186,-15.577,-2.746
1,16.639,11.592,0.704,-80.03,19.762,-31.965
2,17.805,10.917,-0.151,-87.304,-17.281,-2.573
1,16.644,11.593,0.698,-79.883,20.126,-31.833
2,17.761,10.978,-0.092,-87.606,-17.413,-2.464
1,16.61,11.622,0.684,-79.913,20.244,-31.862
2,17.758,11.011,-0.065,-87.522,-15.053,-2.367
1,16.575,11.62,0.688,-80.392,20.072,-31.892
2,17.809,11.014,-0.227,-86.987,-10.952,-3.064
1,16.563,11.591,0.689,-81.09,19.765,-31.972
2,17.831,11.044,-0.503,-86.32,-6.208,-4.316
1,16.567,11.567,0.69,-81.613,19.352,-32.015
2,17.822,11.104,-0.896,-85.638,0.741,-6.382
1,16.581,11.555,0.697,-81.627,18.985,-32.017
2,17.78,11.136,-1.494,-85.386,4.774,-8.734
1,16.618,11.541,0.698,-81.331,18.9,-31.962
2,17.829,10.939,-1.752,-85.62,1.959,-9.647
1,16.648,11.564,0.676,-80.855,18.941,-31.957
2,17.956,10.661,-1.342,-87.129,-5.77,-7.996
1,16.684,11.555,0.673,-80.605,18.679,-32.351
2,17.942,10.707,-0.824,-87.185,-11.119,-5.734
1,16.701,11.565,0.697,-80.212,18.534,-32.576
2,17.92,10.76,-0.488,-87.169,-14.52,-4.126
1,16.719,11.572,0.732,-79.866,18.588,-32.768
2,17.905,10.792,-0.31,-87.253,-16.686,-3.656
1,16.766,11.558,0.77,-79.522,18.69,-32.677
2,17.844,10.893,-0.179,-87.29,-17.995,-3.597
1,16.766,11.604,0.798,-78.765,18.791,-32.431
2,17.807,10.966,-0.037,-87.673,-16.998,-3.103
1,16.734,11.64,0.802,-78.764,18.415,-32.502
2,17.856,10.993,-0.045,-87.134,-12.605,-2.982
1,16.711,11.641,0.848,-79.26,17.971,-32.325
2,17.926,11.024,-0.296,-86.069,-6.715,-3.891
1,16.716,11.61,0.885,-79.859,17.57,-32.1
2,17.965,11.096,-0.678,-85.307,-1.414,-5.018
1,16.728,11.59,0.901,-80.195,17.29,-31.828
2,17.956,11.192,-1.105,-84.472,4.665,-6.928
1,16.75,11.588,0.9,-80.166,17.354,-31.406
2,17.973,11.158,-1.551,-84.234,5.237,-8.183
1,16.789,11.6,0.856,-79.899,17.635,-31.235
2,18.039,10.981,-1.616,-84.725,-0.384,-8.063
1,16.78,11.677,0.784,-79.1,17.783,-31.26
2,18.004,10.938,-1.041,-86.512,-7.346,-4.687
1,16.791,11.682,0.775,-78.917,17.788,-31.463
2,17.989,10.955,-0.654,-86.919,-11.947,-2.155
1,16.791,11.683,0.811,-78.808,17.834,-31.413
2,17.977,10.961,-0.428,-87.31,-14.976,-0.636
1,16.794,11.685,0.828,-78.789,18.019,-31.478
2,17.943,10.986,-0.31,-87.664,-17.556,-0.085
1,16.809,11.672,0.829,-78.806,18.461,-31.488
2,17.901,11.022,-0.22,-88.124,-18.955,-0.543
1,16.809,11.688,0.807,-78.401,18.757,-31.405
2,17.848,11.058,-0.115,-88.752,-18.281,-0.878
1,16.777,11.717,0.776,-78.401,18.565,-31.509
2,17.861,11.057,-0.052,-88.723,-15.132,-1.034
1,16.736,11.721,0.797,-78.884,18.15,-31.448
2,17.939,11.037,-0.234,-88.01,-10.692,-1.791
1,16.727,11.687,0.816,-79.585,17.8,-31.324
2,17.968,11.095,-0.526,-86.98,-6.239,-2.99
1,16.729,11.657,0.838,-80.38,17.46,-30.927
2,17.956,11.144,-0.839,-85.835,-0.951,-5.252
1,16.738,11.64,0.846,-80.722,17.263,-30.544
2,17.96,11.09,-1.175,-85.65,-0.653,-7.079
1,16.749,11.636,0.843,-80.653,17.448,-30.382
2,18.006,10.918,-1.194,-86.928,-6.264,-7.046
1,16.73,11.68,0.824,-80.126,17.488,-30.315
2,18.006,10.858,-0.77,-88.532,-11.595,-3.634
1,16.73,11.674,0.846,-80.046,17.76,-30.254
2,17.979,10.882,-0.525,-88.82,-15.136,-1.731
1,16.737,11.661,0.849,-80.073,18.091,-30.335
2,17.948,10.91,-0.381,-89.027,-17.172,-1.139
1,16.74,11.656,0.849,-80.017,18.45,-30.31
2,17.916,10.947,-0.257,-89.35,-17.743,-0.96
1,16.719,11.673,0.835,-79.991,18.413,-30.358
2,17.909,10.975,-0.101,-89.43,-16.153,-0.543
1,16.683,11.68,0.84,-80.401,18.114,-30.485
2,17.977,10.967,-0.144,-88.804,-12.281,-0.733
1,16.664,11.657,0.861,-81.603,17.363,-30.518
2,18.037,11.014,-0.387,-87.037,-4.356,-2.208
1,16.655,11.62,0.885,-82.878,16.207,-30.306
2,18.074,11.116,-0.752,-85.075,6.209,-3.89
1,16.641,11.59,0.937,-83.501,15.256,-30.101
2,18.074,11.264,-1.242,-83.946,14.302,-5.474
1,16.639,11.547,1.003,-83.777,14.619,-29.799
2,17.973,11.417,-1.755,-83.446,17.443,-7.502
1,16.667,11.505,1.026,-83.498,14.629,-29.512
2,17.952,11.28,-2.051,-83.773,12.858,-8.975
1,16.712,11.484,1.012,-82.671,15.047,-29.19
2,18.077,10.929,-1.83,-84.93,1.576,-7.55
1,16.719,11.548,0.962,-80.828,15.574,-28.881
2,18.045,10.851,-1.011,-87.435,-9.441,-2.641
1,16.742,11.565,0.945,-80.01,15.987,-28.97
2,18.039,10.849,-0.497,-88.134,-15.669,0.624
1,16.759,11.575,0.935,-79.663,16.373,-29.286
2,18.02,10.876,-0.253,-88.267,-19.319,1.684
1,16.771,11.593,0.908,-79.552,16.887,-29.725
2,17.989,10.908,-0.116,-88.373,-21.373,1.353
1,16.789,11.596,0.892,-79.418,17.591,-29.69
2,17.926,10.98,-0.029,-88.377,-21.655,0.632
1,16.787,11.645,0.858,-78.432,18.297,-29.398
2,17.885,11.012,0.06,-88.889,-18.964,0.07
1,16.764,11.67,0.829,-78.55,18.324,-29.34
2,17.927,10.995,0.052,-88.379,-13.551,-0.23
1,16.734,11.663,0.841,-79.292,18.059,-29.193
2,18.004,10.989,-0.192,-87.205,-7.237,-1.411
1,16.727,11.639,0.853,-80.021,17.829,-28.92
2,18.013,11.045,-0.528,-86.063,-1.846,-3.055
1,16.737,11.616,0.865,-80.344,17.928,-28.526
2,17.972,11.075,-0.861,-85.644,1.092,-5.128
1,16.756,11.603,0.858,-80.37,18.352,-28.124
2,17.974,10.981,-1.084,-86.052,-0.568,-6.166
1,16.779,11.617,0.781,-80.048,18.717,-28.199
2,18.005,10.854,-0.927,-87.418,-5.197,-5.005
1,16.798,11.627,0.757,-79.766,18.942,-28.327
2,17.982,10.84,-0.647,-87.883,-8.807,-3.691
1,16.807,11.637,0.754,-79.544,19.303,-28.376
2,17.927,10.878,-0.445,-88.071,-11.528,-2.93
1,16.81,11.651,0.74,-79.144,20.162,-28.338
2,17.86,10.936,-0.306,-88.46,-14.281,-3.011
1,16.816,11.678,0.686,-78.424,20.939,-28.178
2,17.76,11.057,-0.12,-89.076,-14.093,-2.628
1,16.76,11.738,0.662,-78.288,20.845,-28.442
2,17.827,11.01,-0.061,-89.27,-8.96,-2.208
1,16.73,11.731,0.705,-78.967,20.204,-28.534
2,17.922,11.004,-0.389,-88.311,-2.466,-3.447
1,16.72,11.71,0.742,-79.555,19.583,-28.421
2,17.961,11.061,-0.792,-87.271,2.594,-4.891
1,16.744,11.666,0.772,-79.973,19.203,-28.177
2,17.95,11.119,-1.137,-86.387,4.763,-6.159
1,16.771,11.647,0.752,-79.957,18.955,-28.21
2,17.977,11.014,-1.391,-86.241,2.585,-6.9
1,16.811,11.64,0.732,-79.58,18.845,-28.297
2,18.049,10.809,-1.144,-87.261,-2.713,-5.884
1,16.833,11.626,0.745,-79.313,18.602,-28.541
2,18.042,10.782,-0.797,-87.623,-6.978,-4.457
1,16.831,11.631,0.77,-78.997,18.616,-28.684
2,18.004,10.807,-0.541,-87.865,-10.862,-3.085
1,16.838,11.631,0.78,-78.671,18.841,-28.809
2,17.965,10.836,-0.394,-88.244,-14.451,-2.614
1,16.843,11.631,0.78,-78.211,19.175,-28.857
2,17.916,10.888,-0.289,-88.732,-16.1,-2.472
1,16.823,11.655,0.782,-77.909,19.251,-29.074
2,17.919,10.909,-0.149,-88.918,-13.838,-1.954
1,16.806,11.661,0.783,-78.214,18.982,-29.325
2,17.969,10.924,-0.202,-88.054,-9.316,-2.273
1,16.797,11.654,0.804,-78.51,18.649,-29.32
2,18.015,10.961,-0.401,-86.95,-3.95,-3.233
1,16.798,11.649,0.802,-78.768,18.245,-29.447
2,18.025,11.032,-0.703,-86.147,0.714,-4.545
1,16.8,11.645,0.819,-78.869,18.06,-29.402
2,17.987,11.124,-1.123,-85.432,3.915,-6.157
1,16.795,11.652,0.817,-78.929,18.02,-29.409
2,18.015,11.039,-1.397,-85.421,2.814,-6.633
1,16.797,11.654,0.787,-78.951,18.111,-29.525
2,18.045,10.891,-1.406,-86.103,-1.997,-6.417
1,16.776,11.686,0.743,-78.79,18.047,-29.717
2,18.028,10.84,-0.893,-87.365,-6.508,-3.927
1,16.783,11.676,0.765,-78.699,18.073,-29.75
2,18.01,10.845,-0.614,-87.974,-10.179,-2.189
1,16.785,11.672,0.769,-78.58,18.226,-29.819
2,17.979,10.874,-0.436,-88.794,-14.213,-0.427
1,16.794,11.669,0.777,-78.402,18.608,-29.856
2,17.947,10.922,-0.312,-89.65,-16.777,0.567
1,16.788,11.676,0.769,-78.426,18.492,-30.07
2,17.92,10.988,-0.163,-89.93,-16.11,1.434
1,16.785,11.673,0.779,-78.796,18.137,-30.253
2,17.969,11.003,-0.16,-89.163,-12.607,1.315
1,16.782,11.664,0.785,-79.285,17.727,-30.396
2,18.035,11.019,-0.322,-87.825,-7.658,0.212
1,16.791,11.64,0.808,-79.801,17.395,-30.251
2,18.05,11.088,-0.62,-86.322,-2.214,-1.822
1,16.794,11.636,0.816,-80.017,17.348,-29.995
2,18.015,11.129,-1.023,-85.658,-0.38,-4.044
1,16.794,11.642,0.797,-79.983,17.35,-29.961
2,18.037,11.048,-1.139,-86.06,-2.774,-4.304
1,16.814,11.64,0.764,-79.692,17.432,-30.002
2,18.046,10.965,-0.997,-87.549,-7.693,-3.02
1,16.825,11.633,0.745,-79.415,17.271,-30.204
2,18.03,10.938,-0.752,-88.433,-11.458,-1.345
1,16.827,11.634,0.762,-79.011,17.282,-30.162
2,17.998,10.957,-0.563,-88.952,-14.537,-0.001
1,16.828,11.638,0.754,-78.591,17.518,-30.245
2,17.965,10.983,-0.424,-89.674,-17.457,0.875
1,16.831,11.644,0.75,-77.986,17.77,-30.114
2,17.931,11.021,-0.307,-90.419,-18.689,1.571
1,16.827,11.654,0.745,-77.634,17.684,-30.152
2,17.933,11.049,-0.141,-90.402,-16.057,2.077
1,16.828,11.657,0.761,-77.698,17.29,-30.069
2,17.983,11.055,-0.201,-89,-11.122,1.154
1,16.833,11.647,0.791,-77.921,16.972,-29.744
2,18.016,11.081,-0.419,-87.438,-6.009,-0.735
1,16.835,11.642,0.81,-78.07,16.911,-29.441
2,18.004,11.102,-0.687,-86.634,-3.49,-2.766
1,16.832,11.65,0.804,-78.101,16.957,-29.365
